season,week,date,visitor,vScore,home,hScore,notes
1996,9,1996-10-27,new-york-jets,31,arizona-cardinals,21,
1996,9,1996-10-27,san-diego-chargers,13,seattle-seahawks,32,
1996,9,1996-10-27,buffalo-bills,25,new-england-patriots,28,
1996,9,1996-10-28,chicago-bears,15,minnesota-vikings,13,
1996,10,1996-11-03,arizona-cardinals,8,new-york-giants,16,
1996,10,1996-11-03,carolina-panthers,17,atlanta-falcons,20,
1996,10,1996-11-03,cincinnati-bengals,24,baltimore-ravens,21,
1996,10,1996-11-03,detroit-lions,18,green-bay-packers,28,
1996,10,1996-11-03,kansas-city-chiefs,21,minnesota-vikings,6,
1996,10,1996-11-03,philadelphia-eagles,31,dallas-cowboys,21,
1996,10,1996-11-03,st.-louis-rams,6,pittsburgh-steelers,42,
1996,10,1996-11-03,san-diego-chargers,26,indianapolis-colts,19,
1996,10,1996-11-03,tampa-bay-buccaneers,10,chicago-bears,13,
1996,10,1996-11-03,houston-oilers,16,seattle-seahawks,23,
1996,10,1996-11-03,miami-dolphins,23,new-england-patriots,42,
1996,10,1996-11-03,washington-redskins,13,buffalo-bills,38,
1996,10,1996-11-03,san-francisco-49ers,24,new-orleans-saints,17,
1996,10,1996-11-04,denver-broncos,22,oakland-raiders,21,
1996,11,1996-11-10,arizona-cardinals,37,washington-redskins,34,OT
1996,11,1996-11-10,atlanta-falcons,16,st.-louis-rams,59,
1996,11,1996-11-10,buffalo-bills,24,philadelphia-eagles,17,
1996,11,1996-11-10,green-bay-packers,20,kansas-city-chiefs,27,
1996,11,1996-11-10,houston-oilers,31,new-orleans-saints,14,
1996,11,1996-11-10,indianapolis-colts,13,miami-dolphins,37,
1996,11,1996-11-10,new-england-patriots,31,new-york-jets,27,
1996,11,1996-11-10,oakland-raiders,17,tampa-bay-buccaneers,20,OT
1996,11,1996-11-10,pittsburgh-steelers,24,cincinnati-bengals,34,
1996,11,1996-11-10,baltimore-ravens,27,jacksonville-jaguars,30,
1996,11,1996-11-10,chicago-bears,12,denver-broncos,17,
1996,11,1996-11-10,dallas-cowboys,20,san-francisco-49ers,17,OT
1996,11,1996-11-10,minnesota-vikings,23,seattle-seahawks,42,
1996,11,1996-11-10,new-york-giants,17,carolina-panthers,27,
1996,11,1996-11-11,detroit-lions,21,san-diego-chargers,27,
1996,12,1996-11-17,carolina-panthers,20,st.-louis-rams,10,
1996,12,1996-11-17,chicago-bears,10,kansas-city-chiefs,14,
1996,12,1996-11-17,cincinnati-bengals,17,buffalo-bills,31,
1996,12,1996-11-17,denver-broncos,34,new-england-patriots,8,
1996,12,1996-11-17,jacksonville-jaguars,3,pittsburgh-steelers,28,
1996,12,1996-11-17,new-orleans-saints,15,atlanta-falcons,17,
1996,12,1996-11-17,new-york-jets,29,indianapolis-colts,34,
1996,12,1996-11-17,seattle-seahawks,16,detroit-lions,17,
1996,12,1996-11-17,washington-redskins,26,philadelphia-eagles,21,
1996,12,1996-11-17,baltimore-ravens,20,san-francisco-49ers,38,
1996,12,1996-11-17,miami-dolphins,23,houston-oilers,20,
1996,12,1996-11-17,new-york-giants,23,arizona-cardinals,31,
1996,12,1996-11-17,tampa-bay-buccaneers,25,san-diego-chargers,17,
1996,12,1996-11-17,minnesota-vikings,16,oakland-raiders,13,OT
1996,12,1996-11-18,green-bay-packers,6,dallas-cowboys,21,
1996,13,1996-11-24,atlanta-falcons,31,cincinnati-bengals,41,
1996,13,1996-11-24,carolina-panthers,31,houston-oilers,6,
1996,13,1996-11-24,denver-broncos,21,minnesota-vikings,17,
1996,13,1996-11-24,detroit-lions,14,chicago-bears,31,
1996,13,1996-11-24,indianapolis-colts,13,new-england-patriots,27,
1996,13,1996-11-24,jacksonville-jaguars,28,baltimore-ravens,25,OT
1996,13,1996-11-24,new-orleans-saints,7,tampa-bay-buccaneers,13,
1996,13,1996-11-24,new-york-jets,10,buffalo-bills,35,
1996,13,1996-11-24,san-diego-chargers,28,kansas-city-chiefs,14,
1996,13,1996-11-24,san-francisco-49ers,19,washington-redskins,16,OT
1996,13,1996-11-24,dallas-cowboys,6,new-york-giants,20,
1996,13,1996-11-24,oakland-raiders,27,seattle-seahawks,21,
1996,13,1996-11-24,philadelphia-eagles,30,arizona-cardinals,36,
1996,13,1996-11-24,green-bay-packers,24,st.-louis-rams,9,
1996,13,1996-11-25,pittsburgh-steelers,24,miami-dolphins,17,
1996,14,1996-11-28,kansas-city-chiefs,28,detroit-lions,24,
1996,14,1996-11-28,washington-redskins,10,dallas-cowboys,21,
1996,14,1996-12-01,arizona-cardinals,17,minnesota-vikings,41,
1996,14,1996-12-01,buffalo-bills,10,indianapolis-colts,13,OT
1996,14,1996-12-01,chicago-bears,17,green-bay-packers,28,
1996,14,1996-12-01,cincinnati-bengals,27,jacksonville-jaguars,30,
1996,14,1996-12-01,new-york-giants,0,philadelphia-eagles,24,
1996,14,1996-12-01,pittsburgh-steelers,17,baltimore-ravens,31,
1996,14,1996-12-01,tampa-bay-buccaneers,0,carolina-panthers,24,
1996,14,1996-12-01,houston-oilers,35,new-york-jets,10,
1996,14,1996-12-01,miami-dolphins,7,oakland-raiders,17,
1996,14,1996-12-01,st.-louis-rams,26,new-orleans-saints,10,
1996,14,1996-12-01,seattle-seahawks,7,denver-broncos,34,
1996,14,1996-12-01,new-england-patriots,45,san-diego-chargers,7,
1996,14,1996-12-02,san-francisco-49ers,34,atlanta-falcons,10,
1996,15,1996-12-05,philadelphia-eagles,10,indianapolis-colts,37,
1996,15,1996-12-08,atlanta-falcons,31,new-orleans-saints,15,
1996,15,1996-12-08,baltimore-ravens,14,cincinnati-bengals,21,
1996,15,1996-12-08,denver-broncos,6,green-bay-packers,41,
1996,15,1996-12-08,jacksonville-jaguars,23,houston-oilers,17,
1996,15,1996-12-08,new-york-giants,17,miami-dolphins,7,
1996,15,1996-12-08,st.-louis-rams,9,chicago-bears,35,
1996,15,1996-12-08,san-diego-chargers,3,pittsburgh-steelers,16,
1996,15,1996-12-08,washington-redskins,10,tampa-bay-buccaneers,24,
1996,15,1996-12-08,buffalo-bills,18,seattle-seahawks,26,
1996,15,1996-12-08,carolina-panthers,30,san-francisco-49ers,24,
1996,15,1996-12-08,dallas-cowboys,10,arizona-cardinals,6,
1996,15,1996-12-08,new-york-jets,10,new-england-patriots,34,
1996,15,1996-12-08,minnesota-vikings,24,detroit-lions,22,
1996,15,1996-12-09,kansas-city-chiefs,7,oakland-raiders,26,
1996,16,1996-12-14,philadelphia-eagles,21,new-york-jets,20,
1996,16,1996-12-14,san-diego-chargers,14,chicago-bears,27,
1996,16,1996-12-15,baltimore-ravens,16,carolina-panthers,27,
1996,16,1996-12-15,cincinnati-bengals,21,houston-oilers,13,
1996,16,1996-12-15,green-bay-packers,31,detroit-lions,3,
1996,16,1996-12-15,indianapolis-colts,24,kansas-city-chiefs,19,
1996,16,1996-12-15,new-england-patriots,6,dallas-cowboys,12,
1996,16,1996-12-15,new-orleans-saints,17,new-york-giants,3,
1996,16,1996-12-15,st.-louis-rams,34,atlanta-falcons,27,
1996,16,1996-12-15,san-francisco-49ers,25,pittsburgh-steelers,15,
1996,16,1996-12-15,tampa-bay-buccaneers,10,minnesota-vikings,21,
1996,16,1996-12-15,oakland-raiders,19,denver-broncos,24,
1996,16,1996-12-15,washington-redskins,26,arizona-cardinals,27,
1996,16,1996-12-15,seattle-seahawks,13,jacksonville-jaguars,20,
1996,16,1996-12-16,buffalo-bills,14,miami-dolphins,16,
1996,17,1996-12-21,new-england-patriots,23,new-york-giants,22,
1996,17,1996-12-21,new-orleans-saints,13,st.-louis-rams,14,
1996,17,1996-12-22,arizona-cardinals,19,philadelphia-eagles,29,
1996,17,1996-12-22,atlanta-falcons,17,jacksonville-jaguars,19,
1996,17,1996-12-22,chicago-bears,19,tampa-bay-buccaneers,34,
1996,17,1996-12-22,houston-oilers,24,baltimore-ravens,21,
1996,17,1996-12-22,indianapolis-colts,24,cincinnati-bengals,31,
1996,17,1996-12-22,kansas-city-chiefs,9,buffalo-bills,20,
1996,17,1996-12-22,miami-dolphins,31,new-york-jets,28,
1996,17,1996-12-22,minnesota-vikings,10,green-bay-packers,38,
1996,17,1996-12-22,pittsburgh-steelers,14,carolina-panthers,18,
1996,17,1996-12-22,dallas-cowboys,10,washington-redskins,37,
1996,17,1996-12-22,seattle-seahawks,28,oakland-raiders,21,
1996,17,1996-12-22,denver-broncos,10,san-diego-chargers,16,
1996,17,1996-12-23,detroit-lions,14,san-francisco-49ers,24,
1996,Wild Card Playoff,1996-12-28,jacksonville-jaguars,30,buffalo-bills,27,
1996,Wild Card Playoff,1996-12-28,minnesota-vikings,15,dallas-cowboys,40,
1996,Wild Card Playoff,1996-12-29,indianapolis-colts,14,pittsburgh-steelers,42,
1996,Wild Card Playoff,1996-12-29,philadelphia-eagles,0,san-francisco-49ers,14,
1996,Divisional Playoff,1997-01-04,san-francisco-49ers,14,green-bay-packers,35,
1996,Divisional Playoff,1997-01-04,jacksonville-jaguars,30,denver-broncos,27,
1996,Divisional Playoff,1997-01-05,pittsburgh-steelers,3,new-england-patriots,28,
1996,Divisional Playoff,1997-01-05,dallas-cowboys,17,carolina-panthers,26,
1996,Conference Championship,1997-01-12,carolina-panthers,13,green-bay-packers,30,
1996,Conference Championship,1997-01-12,jacksonville-jaguars,6,new-england-patriots,20,
1996,Super Bowl,1997-01-26,new-england-patriots,21,green-bay-packers,35,
1997,1,1997-08-31,indianapolis-colts,10,miami-dolphins,16,
1997,1,1997-08-31,oakland-raiders,21,tennessee-oilers,24,OT
1997,1,1997-08-31,san-diego-chargers,7,new-england-patriots,41,
1997,1,1997-08-31,arizona-cardinals,21,cincinnati-bengals,24,
1997,1,1997-08-31,atlanta-falcons,17,detroit-lions,28,
1997,1,1997-08-31,dallas-cowboys,37,pittsburgh-steelers,7,
1997,1,1997-08-31,minnesota-vikings,34,buffalo-bills,13,
1997,1,1997-08-31,new-orleans-saints,24,st.-louis-rams,38,
1997,1,1997-08-31,philadelphia-eagles,17,new-york-giants,31,
1997,1,1997-08-31,jacksonville-jaguars,28,baltimore-ravens,27,
1997,1,1997-08-31,kansas-city-chiefs,3,denver-broncos,19,
1997,1,1997-08-31,new-york-jets,41,seattle-seahawks,3,
1997,1,1997-08-31,san-francisco-49ers,6,tampa-bay-buccaneers,13,
1997,1,1997-08-31,washington-redskins,24,carolina-panthers,10,
1997,1,1997-09-01,chicago-bears,24,green-bay-packers,38,
1997,2,1997-09-07,carolina-panthers,9,atlanta-falcons,6,
1997,2,1997-09-07,minnesota-vikings,27,chicago-bears,24,
1997,2,1997-09-07,san-francisco-49ers,15,st.-louis-rams,12,
1997,2,1997-09-07,tampa-bay-buccaneers,24,detroit-lions,17,
1997,2,1997-09-07,washington-redskins,13,pittsburgh-steelers,14,
1997,2,1997-09-07,buffalo-bills,28,new-york-jets,22,
1997,2,1997-09-07,cincinnati-bengals,10,baltimore-ravens,23,
1997,2,1997-09-07,tennessee-oilers,13,miami-dolphins,16,OT
1997,2,1997-09-07,new-england-patriots,31,indianapolis-colts,6,
1997,2,1997-09-07,san-diego-chargers,20,new-orleans-saints,6,
1997,2,1997-09-07,green-bay-packers,9,philadelphia-eagles,10,
1997,2,1997-09-07,new-york-giants,13,jacksonville-jaguars,40,
1997,2,1997-09-07,denver-broncos,35,seattle-seahawks,14,
1997,2,1997-09-07,dallas-cowboys,22,arizona-cardinals,25,OT
1997,2,1997-09-08,kansas-city-chiefs,28,oakland-raiders,27,
1997,3,1997-09-14,arizona-cardinals,13,washington-redskins,19,OT
1997,3,1997-09-14,detroit-lions,32,chicago-bears,7,
1997,3,1997-09-14,tampa-bay-buccaneers,28,minnesota-vikings,14,
1997,3,1997-09-14,baltimore-ravens,24,new-york-giants,23,
1997,3,1997-09-14,buffalo-bills,16,kansas-city-chiefs,22,
1997,3,1997-09-14,miami-dolphins,18,green-bay-packers,23,
1997,3,1997-09-14,oakland-raiders,36,atlanta-falcons,31,
1997,3,1997-09-14,carolina-panthers,26,san-diego-chargers,7,
1997,3,1997-09-14,new-orleans-saints,7,san-francisco-49ers,33,
1997,3,1997-09-14,st.-louis-rams,14,denver-broncos,35,
1997,3,1997-09-14,seattle-seahawks,31,indianapolis-colts,3,
1997,3,1997-09-14,new-york-jets,24,new-england-patriots,27,OT
1997,3,1997-09-15,philadelphia-eagles,20,dallas-cowboys,21,
1997,4,1997-09-21,baltimore-ravens,36,tennessee-oilers,10,
1997,4,1997-09-21,kansas-city-chiefs,35,carolina-panthers,14,
1997,4,1997-09-21,oakland-raiders,22,new-york-jets,23,
1997,4,1997-09-21,chicago-bears,3,new-england-patriots,31,
1997,4,1997-09-21,detroit-lions,17,new-orleans-saints,35,
1997,4,1997-09-21,minnesota-vikings,32,green-bay-packers,38,
1997,4,1997-09-21,cincinnati-bengals,20,denver-broncos,38,
1997,4,1997-09-21,indianapolis-colts,35,buffalo-bills,37,
1997,4,1997-09-21,san-diego-chargers,22,seattle-seahawks,26,
1997,4,1997-09-21,atlanta-falcons,7,san-francisco-49ers,34,
1997,4,1997-09-21,new-york-giants,3,st.-louis-rams,13,
1997,4,1997-09-21,miami-dolphins,21,tampa-bay-buccaneers,31,
1997,4,1997-09-22,pittsburgh-steelers,21,jacksonville-jaguars,30,
1997,5,1997-09-28,arizona-cardinals,18,tampa-bay-buccaneers,19,
1997,5,1997-09-28,green-bay-packers,15,detroit-lions,26,
1997,5,1997-09-28,new-orleans-saints,9,new-york-giants,14,
1997,5,1997-09-28,denver-broncos,29,atlanta-falcons,21,
1997,5,1997-09-28,tennessee-oilers,24,pittsburgh-steelers,37,
1997,5,1997-09-28,jacksonville-jaguars,12,washington-redskins,24,
1997,5,1997-09-28,chicago-bears,3,dallas-cowboys,27,
1997,5,1997-09-28,st.-louis-rams,17,oakland-raiders,35,
1997,5,1997-09-28,baltimore-ravens,17,san-diego-chargers,21,
1997,5,1997-09-28,new-york-jets,31,cincinnati-bengals,14,
1997,5,1997-09-28,seattle-seahawks,17,kansas-city-chiefs,20,OT
1997,5,1997-09-28,philadelphia-eagles,19,minnesota-vikings,28,
1997,5,1997-09-29,san-francisco-49ers,34,carolina-panthers,21,
1997,6,1997-10-05,cincinnati-bengals,13,jacksonville-jaguars,21,
1997,6,1997-10-05,kansas-city-chiefs,14,miami-dolphins,17,
1997,6,1997-10-05,pittsburgh-steelers,42,baltimore-ravens,34,
1997,6,1997-10-05,dallas-cowboys,17,new-york-giants,20,
1997,6,1997-10-05,detroit-lions,13,buffalo-bills,22,
1997,6,1997-10-05,tampa-bay-buccaneers,16,green-bay-packers,21,
1997,6,1997-10-05,washington-redskins,10,philadelphia-eagles,24,
1997,6,1997-10-05,tennessee-oilers,13,seattle-seahawks,16,
1997,6,1997-10-05,new-york-jets,16,indianapolis-colts,12,
1997,6,1997-10-05,san-diego-chargers,25,oakland-raiders,10,
1997,6,1997-10-05,minnesota-vikings,20,arizona-cardinals,19,
1997,6,1997-10-05,new-orleans-saints,20,chicago-bears,17,
1997,6,1997-10-06,new-england-patriots,13,denver-broncos,34,
1997,7,1997-10-12,atlanta-falcons,23,new-orleans-saints,17,
1997,7,1997-10-12,detroit-lions,27,tampa-bay-buccaneers,9,
1997,7,1997-10-12,green-bay-packers,24,chicago-bears,23,
1997,7,1997-10-12,philadelphia-eagles,21,jacksonville-jaguars,38,
1997,7,1997-10-12,buffalo-bills,6,new-england-patriots,33,
1997,7,1997-10-12,cincinnati-bengals,7,tennessee-oilers,30,
1997,7,1997-10-12,miami-dolphins,31,new-york-jets,20,
1997,7,1997-10-12,carolina-panthers,14,minnesota-vikings,21,
1997,7,1997-10-12,new-york-giants,27,arizona-cardinals,13,
1997,7,1997-10-12,st.-louis-rams,10,san-francisco-49ers,30,
1997,7,1997-10-12,indianapolis-colts,22,pittsburgh-steelers,24,
1997,7,1997-10-13,dallas-cowboys,16,washington-redskins,21,
1997,8,1997-10-16,san-diego-chargers,3,kansas-city-chiefs,31,
1997,8,1997-10-19,jacksonville-jaguars,22,dallas-cowboys,26,
1997,8,1997-10-19,new-england-patriots,19,new-york-jets,24,
1997,8,1997-10-19,seattle-seahawks,17,st.-louis-rams,9,
1997,8,1997-10-19,arizona-cardinals,10,philadelphia-eagles,13,OT
1997,8,1997-10-19,carolina-panthers,13,new-orleans-saints,0,
1997,8,1997-10-19,san-francisco-49ers,35,atlanta-falcons,28,
1997,8,1997-10-19,washington-redskins,14,tennessee-oilers,28,
1997,8,1997-10-19,denver-broncos,25,oakland-raiders,28,
1997,8,1997-10-19,miami-dolphins,24,baltimore-ravens,13,
1997,8,1997-10-19,pittsburgh-steelers,26,cincinnati-bengals,10,
1997,8,1997-10-19,new-york-giants,26,detroit-lions,20,OT
1997,8,1997-10-20,buffalo-bills,9,indianapolis-colts,6,
1997,9,1997-10-26,baltimore-ravens,20,washington-redskins,17,
1997,9,1997-10-26,cincinnati-bengals,27,new-york-giants,29,
1997,9,1997-10-26,denver-broncos,23,buffalo-bills,20,OT
1997,9,1997-10-26,kansas-city-chiefs,28,st.-louis-rams,20,
1997,9,1997-10-26,dallas-cowboys,12,philadelphia-eagles,13,
1997,9,1997-10-26,san-francisco-49ers,23,new-orleans-saints,0,
1997,9,1997-10-26,minnesota-vikings,10,tampa-bay-buccaneers,6,
1997,9,1997-10-26,tennessee-oilers,41,arizona-cardinals,14,
1997,9,1997-10-26,indianapolis-colts,19,san-diego-chargers,35,
1997,9,1997-10-26,jacksonville-jaguars,17,pittsburgh-steelers,23,OT
1997,9,1997-10-26,oakland-raiders,34,seattle-seahawks,45,
1997,9,1997-10-26,atlanta-falcons,12,carolina-panthers,21,
1997,9,1997-10-27,green-bay-packers,28,new-england-patriots,10,
1997,9,1997-10-27,chicago-bears,36,miami-dolphins,33,OT
1997,10,1997-11-02,tampa-bay-buccaneers,31,indianapolis-colts,28,
1997,10,1997-11-02,washington-redskins,31,chicago-bears,8,
1997,10,1997-11-02,st.-louis-rams,31,atlanta-falcons,34,
1997,10,1997-11-02,baltimore-ravens,16,new-york-jets,19,OT
1997,10,1997-11-02,miami-dolphins,6,buffalo-bills,9,
1997,10,1997-11-02,new-england-patriots,18,minnesota-vikings,23,
1997,10,1997-11-02,oakland-raiders,14,carolina-panthers,38,
1997,10,1997-11-02,san-diego-chargers,31,cincinnati-bengals,38,
1997,10,1997-11-02,dallas-cowboys,10,san-francisco-49ers,17,
1997,10,1997-11-02,philadelphia-eagles,21,arizona-cardinals,31,
1997,10,1997-11-02,jacksonville-jaguars,30,tennessee-oilers,24,
1997,10,1997-11-02,seattle-seahawks,27,denver-broncos,30,
1997,10,1997-11-02,detroit-lions,10,green-bay-packers,20,
1997,10,1997-11-03,pittsburgh-steelers,10,kansas-city-chiefs,13,
1997,11,1997-11-09,cincinnati-bengals,28,indianapolis-colts,13,
1997,11,1997-11-09,kansas-city-chiefs,10,jacksonville-jaguars,24,
1997,11,1997-11-09,new-york-jets,17,miami-dolphins,24,
1997,11,1997-11-09,arizona-cardinals,6,dallas-cowboys,24,
1997,11,1997-11-09,chicago-bears,22,minnesota-vikings,29,
1997,11,1997-11-09,detroit-lions,7,washington-redskins,30,
1997,11,1997-11-09,st.-louis-rams,7,green-bay-packers,17,
1997,11,1997-11-09,tampa-bay-buccaneers,31,atlanta-falcons,10,
1997,11,1997-11-09,new-england-patriots,31,buffalo-bills,10,
1997,11,1997-11-09,seattle-seahawks,37,san-diego-chargers,31,
1997,11,1997-11-09,carolina-panthers,0,denver-broncos,34,
1997,11,1997-11-09,new-orleans-saints,13,oakland-raiders,10,
1997,11,1997-11-09,new-york-giants,6,tennessee-oilers,10,
1997,11,1997-11-09,baltimore-ravens,0,pittsburgh-steelers,37,
1997,11,1997-11-10,san-francisco-49ers,24,philadelphia-eagles,12,
1997,12,1997-11-16,arizona-cardinals,10,new-york-giants,19,
1997,12,1997-11-16,atlanta-falcons,27,st.-louis-rams,21,
1997,12,1997-11-16,green-bay-packers,38,indianapolis-colts,41,
1997,12,1997-11-16,minnesota-vikings,15,detroit-lions,38,
1997,12,1997-11-16,new-england-patriots,7,tampa-bay-buccaneers,27,
1997,12,1997-11-16,cincinnati-bengals,3,pittsburgh-steelers,20,
1997,12,1997-11-16,denver-broncos,22,kansas-city-chiefs,24,
1997,12,1997-11-16,tennessee-oilers,9,jacksonville-jaguars,17,
1997,12,1997-11-16,philadelphia-eagles,10,baltimore-ravens,10,OT
1997,12,1997-11-16,seattle-seahawks,17,new-orleans-saints,20,OT
1997,12,1997-11-16,washington-redskins,14,dallas-cowboys,17,
1997,12,1997-11-16,carolina-panthers,19,san-francisco-49ers,27,
1997,12,1997-11-16,new-york-jets,23,chicago-bears,15,
1997,12,1997-11-16,oakland-raiders,38,san-diego-chargers,13,
1997,12,1997-11-17,buffalo-bills,13,miami-dolphins,30,
1997,13,1997-11-23,buffalo-bills,14,tennessee-oilers,31,
1997,13,1997-11-23,indianapolis-colts,10,detroit-lions,32,
1997,13,1997-11-23,miami-dolphins,24,new-england-patriots,27,
1997,13,1997-11-23,pittsburgh-steelers,20,philadelphia-eagles,23,
1997,13,1997-11-23,arizona-cardinals,16,baltimore-ravens,13,
1997,13,1997-11-23,dallas-cowboys,17,green-bay-packers,45,
1997,13,1997-11-23,minnesota-vikings,21,new-york-jets,23,
1997,13,1997-11-23,new-orleans-saints,3,atlanta-falcons,20,
1997,13,1997-11-23,tampa-bay-buccaneers,7,chicago-bears,13,
1997,13,1997-11-23,jacksonville-jaguars,26,cincinnati-bengals,31,
1997,13,1997-11-23,kansas-city-chiefs,19,seattle-seahawks,14,
1997,13,1997-11-23,san-diego-chargers,10,san-francisco-49ers,17,
1997,13,1997-11-23,carolina-panthers,16,st.-louis-rams,10,
1997,13,1997-11-23,new-york-giants,7,washington-redskins,7,OT
1997,13,1997-11-24,oakland-raiders,3,denver-broncos,31,
1997,14,1997-11-27,chicago-bears,20,detroit-lions,55,
1997,14,1997-11-27,tennessee-oilers,27,dallas-cowboys,14,
1997,14,1997-11-30,baltimore-ravens,27,jacksonville-jaguars,29,
1997,14,1997-11-30,cincinnati-bengals,42,philadelphia-eagles,44,
1997,14,1997-11-30,indianapolis-colts,17,new-england-patriots,20,
1997,14,1997-11-30,new-orleans-saints,16,carolina-panthers,13,
1997,14,1997-11-30,san-francisco-49ers,9,kansas-city-chiefs,44,
1997,14,1997-11-30,st.-louis-rams,23,washington-redskins,20,
1997,14,1997-11-30,new-york-jets,10,buffalo-bills,20,
1997,14,1997-11-30,miami-dolphins,34,oakland-raiders,16,
1997,14,1997-11-30,pittsburgh-steelers,26,arizona-cardinals,20,OT
1997,14,1997-11-30,atlanta-falcons,24,seattle-seahawks,17,
1997,14,1997-11-30,tampa-bay-buccaneers,20,new-york-giants,8,
1997,14,1997-11-30,denver-broncos,38,san-diego-chargers,28,
1997,14,1997-12-01,green-bay-packers,27,minnesota-vikings,11,
1997,15,1997-12-04,tennessee-oilers,14,cincinnati-bengals,41,
1997,15,1997-12-07,new-york-giants,31,philadelphia-eagles,21,
1997,15,1997-12-07,st.-louis-rams,34,new-orleans-saints,27,
1997,15,1997-12-07,green-bay-packers,17,tampa-bay-buccaneers,6,
1997,15,1997-12-07,buffalo-bills,3,chicago-bears,20,
1997,15,1997-12-07,denver-broncos,24,pittsburgh-steelers,35,
1997,15,1997-12-07,new-england-patriots,26,jacksonville-jaguars,20,
1997,15,1997-12-07,oakland-raiders,0,kansas-city-chiefs,30,
1997,15,1997-12-07,seattle-seahawks,24,baltimore-ravens,31,
1997,15,1997-12-07,atlanta-falcons,14,san-diego-chargers,3,
1997,15,1997-12-07,minnesota-vikings,17,san-francisco-49ers,28,
1997,15,1997-12-07,washington-redskins,38,arizona-cardinals,28,
1997,15,1997-12-07,indianapolis-colts,22,new-york-jets,14,
1997,15,1997-12-07,detroit-lions,30,miami-dolphins,33,
1997,15,1997-12-08,carolina-panthers,23,dallas-cowboys,13,
1997,16,1997-12-13,washington-redskins,10,new-york-giants,30,
1997,16,1997-12-13,pittsburgh-steelers,24,new-england-patriots,21,OT
1997,16,1997-12-14,dallas-cowboys,24,cincinnati-bengals,31,
1997,16,1997-12-14,detroit-lions,14,minnesota-vikings,13,
1997,16,1997-12-14,philadelphia-eagles,17,atlanta-falcons,20,
1997,16,1997-12-14,tampa-bay-buccaneers,0,new-york-jets,31,
1997,16,1997-12-14,tennessee-oilers,19,baltimore-ravens,21,
1997,16,1997-12-14,jacksonville-jaguars,20,buffalo-bills,14,
1997,16,1997-12-14,miami-dolphins,0,indianapolis-colts,41,
1997,16,1997-12-14,arizona-cardinals,10,new-orleans-saints,27,
1997,16,1997-12-14,green-bay-packers,31,carolina-panthers,10,
1997,16,1997-12-14,kansas-city-chiefs,29,san-diego-chargers,7,
1997,16,1997-12-14,seattle-seahawks,22,oakland-raiders,21,
1997,16,1997-12-14,chicago-bears,13,st.-louis-rams,10,
1997,16,1997-12-15,denver-broncos,17,san-francisco-49ers,34,
1997,17,1997-12-20,buffalo-bills,21,green-bay-packers,31,
1997,17,1997-12-20,st.-louis-rams,30,carolina-panthers,18,
1997,17,1997-12-21,baltimore-ravens,14,cincinnati-bengals,16,
1997,17,1997-12-21,indianapolis-colts,28,minnesota-vikings,39,
1997,17,1997-12-21,pittsburgh-steelers,6,tennessee-oilers,16,
1997,17,1997-12-21,chicago-bears,15,tampa-bay-buccaneers,31,
1997,17,1997-12-21,new-orleans-saints,13,kansas-city-chiefs,25,
1997,17,1997-12-21,new-york-giants,20,dallas-cowboys,7,
1997,17,1997-12-21,philadelphia-eagles,32,washington-redskins,35,
1997,17,1997-12-21,jacksonville-jaguars,20,oakland-raiders,9,
1997,17,1997-12-21,new-york-jets,10,detroit-lions,13,
1997,17,1997-12-21,san-diego-chargers,3,denver-broncos,38,
1997,17,1997-12-21,atlanta-falcons,26,arizona-cardinals,29,
1997,17,1997-12-21,san-francisco-49ers,9,seattle-seahawks,38,
1997,17,1997-12-22,new-england-patriots,14,miami-dolphins,12,
1997,Wild Card Playoff,1997-12-27,minnesota-vikings,23,new-york-giants,22,
1997,Wild Card Playoff,1997-12-27,jacksonville-jaguars,17,denver-broncos,42,
1997,Wild Card Playoff,1997-12-28,miami-dolphins,3,new-england-patriots,17,
1997,Wild Card Playoff,1997-12-28,detroit-lions,10,tampa-bay-buccaneers,20,
1997,Divisional Playoff,1998-01-03,new-england-patriots,6,pittsburgh-steelers,7,
1997,Divisional Playoff,1998-01-03,minnesota-vikings,22,san-francisco-49ers,38,
1997,Divisional Playoff,1998-01-04,tampa-bay-buccaneers,7,green-bay-packers,21,
1997,Divisional Playoff,1998-01-04,denver-broncos,14,kansas-city-chiefs,10,
1997,Conference Championship,1998-01-11,denver-broncos,24,pittsburgh-steelers,21,
1997,Conference Championship,1998-01-11,green-bay-packers,23,san-francisco-49ers,10,
1997,Super Bowl,1998-01-25,green-bay-packers,24,denver-broncos,31,
1998,1,1998-09-06,tennessee-oilers,23,cincinnati-bengals,14,
1998,1,1998-09-06,atlanta-falcons,19,carolina-panthers,14,
1998,1,1998-09-06,seattle-seahawks,38,philadelphia-eagles,0,
1998,1,1998-09-06,detroit-lions,19,green-bay-packers,38,
1998,1,1998-09-06,jacksonville-jaguars,24,chicago-bears,23,
1998,1,1998-09-06,tampa-bay-buccaneers,7,minnesota-vikings,31,
1998,1,1998-09-06,new-orleans-saints,24,st.-louis-rams,17,
1998,1,1998-09-06,washington-redskins,24,new-york-giants,31,
1998,1,1998-09-06,pittsburgh-steelers,20,baltimore-ravens,13,
1998,1,1998-09-06,arizona-cardinals,10,dallas-cowboys,38,
1998,1,1998-09-06,buffalo-bills,14,san-diego-chargers,16,
1998,1,1998-09-06,miami-dolphins,24,indianapolis-colts,15,
